name,sku,price,description,categories,catalogNumber
"Socket 16A and 6A 3-Pin Shuttered - 3 Module - Quartz Gray","C55520-0145",602,"Socket 16A and 6A 3-Pin Shuttered - 3 Module in Quartz Gray","Industrial,Controls","C5552 .02"
"Socket 16A 3-Pin-only Shuttered - 2 Module - Quartz Gray","C53310-0146",491,"Socket 16A 3-Pin-only Shuttered - 2 Module in Quartz Gray","Hardware,Switches","C5331 .02"
"Socket 6A 3+2 Pin [Round & Flat] Shuttered - 2 Module - Quartz Gray","C52120-0147",427,"Socket 6A 3+2 Pin [Round & Flat] Shuttered - 2 Module in Quartz Gray","Electrical,Switches","C5212 .02"
"Socket 6A 2 Pin [Round & Flat] - 1 Module - Quartz Gray","C50100-0148",286,"Socket 6A 2 Pin [Round & Flat] - 1 Module in Quartz Gray","Hardware,Switches","C5010 .02"
"Socket 13A International Multi socket Shuttered - 2 Module - Quartz Gray","C55320-0149",524,"Socket 13A International Multi socket Shuttered - 2 Module in Quartz Gray","Home Automation,Switches","C5532 .02"
"Socket 13A 3-Pin Flat-only Socket Shuttered - 2 Module - Quartz Gray","C55310-0150",498,"Socket 13A 3-Pin Flat-only Socket Shuttered - 2 Module in Quartz Gray","Home Automation,Switches","C5531 .02"
"Socket 25A and 6A 3-Pin Shuttered - 2 Module - Quartz Gray","C57320-0151",598,"Socket 25A and 6A 3-Pin Shuttered - 2 Module in Quartz Gray","Building Materials,Electrical","C5732 .02"
"Socket 25A and 6A 3-Pin Shuttered - 3 Module - Quartz Gray","C57520-0152",706,"Socket 25A and 6A 3-Pin Shuttered - 3 Module in Quartz Gray","Home Automation,Switches","C5752 .02"
"Socket 25A 3-Pin-only Shuttered - 2 Module - Quartz Gray","C57330-0153",566,"Socket 25A 3-Pin-only Shuttered - 2 Module in Quartz Gray","Home Automation,Switches","C5733 .02"
"Socket 6A 3-Pin-only Shuttered - 2 Module - Charcoal Black","C52131-0154",422,"Socket 6A 3-Pin-only Shuttered - 2 Module in Charcoal Black","Commercial,Electrical","C5213 .17"
"Socket 16A and 6A 3-Pin Shuttered - 2 Module - Charcoal Black","C53321-0155",580,"Socket 16A and 6A 3-Pin Shuttered - 2 Module in Charcoal Black","Electrical,Switches","C5332 .17"
"Socket 16A and 6A 3-Pin Shuttered - 3 Module - Charcoal Black","C55521-0156",667,"Socket 16A and 6A 3-Pin Shuttered - 3 Module in Charcoal Black","Hardware,Switches","C5552 .17"
"Socket 16A 3-Pin-only Shuttered - 2 Module - Charcoal Black","C53311-0157",541,"Socket 16A 3-Pin-only Shuttered - 2 Module in Charcoal Black","Residential,Switches","C5331 .17"
"Socket 6A 3+2 Pin [Round & Flat] Shuttered - 2 Module - Charcoal Black","C52121-0158",467,"Socket 6A 3+2 Pin [Round & Flat] Shuttered - 2 Module in Charcoal Black","Electrical,Components","C5212 .17"
"Socket 6A 2 Pin [Round & Flat] - 1 Module - Charcoal Black","C50101-0159",318,"Socket 6A 2 Pin [Round & Flat] - 1 Module in Charcoal Black","Hardware,Switches","C5010 .17"
"Socket 13A International Multi socket Shuttered - 2 Module - Charcoal Black","C55321-0160",580,"Socket 13A International Multi socket Shuttered - 2 Module in Charcoal Black","Home Automation,Switches","C5532 .17"
"Socket 13A 3-Pin Flat-only Socket Shuttered - 2 Module - Charcoal Black","C55311-0161",549,"Socket 13A 3-Pin Flat-only Socket Shuttered - 2 Module in Charcoal Black","Home Automation,Switches","C5531 .17"
"Socket 25A and 6A 3-Pin Shuttered - 2 Module - Charcoal Black","C57321-0162",661,"Socket 25A and 6A 3-Pin Shuttered - 2 Module in Charcoal Black","Residential,Switches","C5732 .17"
"Socket 25A and 6A 3-Pin Shuttered - 3 Module - Charcoal Black","C57521-0163",779,"Socket 25A and 6A 3-Pin Shuttered - 3 Module in Charcoal Black","Electrical,Switches","C5752 .17"
"Socket 25A 3-Pin-only Shuttered - 2 Module - Charcoal Black","C57331-0164",624,"Socket 25A 3-Pin-only Shuttered - 2 Module in Charcoal Black","Hardware,Switches","C5733 .17"
"Socket 16A and 6A 3-Pin Shuttered - 2 Module - Scarlet Red","C53322-0165",580,"Socket 16A and 6A 3-Pin Shuttered - 2 Module in Scarlet Red","Building Materials,Electrical","C5332 .20"
"Socket 6A 3+2 Pin [Round & Flat] Shuttered - 2 Module - Scarlet Red","C52122-0166",467,"Socket 6A 3+2 Pin [Round & Flat] Shuttered - 2 Module in Scarlet Red","Residential,Switches","C5212 .20"
"Socket 13A International Multi socket Shuttered - 2 Module - Scarlet Red","C55322-0167",580,"Socket 13A International Multi socket Shuttered - 2 Module in Scarlet Red","Electrical,Switches","C5532 .20"
"Socket 25A and 6A 3-Pin Shuttered - 2 Module - Scarlet Red","C57322-0168",659,"Socket 25A and 6A 3-Pin Shuttered - 2 Module in Scarlet Red","Commercial,Electrical","C5732 .20"
"Fan Regulator for 80W fan - Step Type with Bar Knob - 2 Module - Frost White","C59000-0169",1076,"Fan Regulator for 80W fan - Step Type with Bar Knob - 2 Module in Frost White","Residential,Switches","C5900 .01"
"Fan Regulator for 80W fan - Step Type with Round Knob - 2 Module - Frost White","C59010-0170",1032,"Fan Regulator for 80W fan - Step Type with Round Knob - 2 Module in Frost White","Residential,Switches","C5901 .01"
"Fan Regulator for 120W fan - Step Type with Bar Knob - 2 Module - Frost White","C59100-0171",1183,"Fan Regulator for 120W fan - Step Type with Bar Knob - 2 Module in Frost White","Electrical,Switches","C5910 .01"
"Fan Regulator for 120W fan - Step Type with Round Knob - 2 Module - Frost White","C59110-0172",1141,"Fan Regulator for 120W fan - Step Type with Round Knob - 2 Module in Frost White","Industrial,Controls","C5911 .01"
"Fan Regulator for 120W fan - 8-Step Type with Bar Knob - 2 Module - Frost White","C59120-0173",1208,"Fan Regulator for 120W fan - 8-Step Type with Bar Knob - 2 Module in Frost White","Building Materials,Electrical","C5912 .01"
"Fan Regulator for 120W fan - 8-Step Type with Round Knob - 2 Module - Frost White","C59130-0174",1164,"Fan Regulator for 120W fan - 8-Step Type with Round Knob - 2 Module in Frost White","Electrical,Components","C5913 .01"
"Dimmer 500 Watts - 2 Module - Frost White","C59020-0175",865,"Dimmer 500 Watts - 2 Module in Frost White","Commercial,Electrical","C5902 .01"
"Dimmer 1000 Watts - 2 Module - Frost White","C59030-0176",1211,"Dimmer 1000 Watts - 2 Module in Frost White","Industrial,Controls","C5903 .01"
"Fan Regulator Single Module for 80W Fan - Step Type - 1 Module - Frost White","C59040-0177",708,"Fan Regulator Single Module for 80W Fan - Step Type - 1 Module in Frost White","Commercial,Electrical","C5904 .01"
"Dimmer 500 Watts - 1 Module - Frost White","C59050-0178",667,"Dimmer 500 Watts - 1 Module in Frost White","Industrial,Controls","C5905 .01"
"Dimmer for LED Lights 100W (3 wire system) - 1 Module - Frost White","C59080-0179",663,"Dimmer for LED Lights 100W (3 wire system) - 1 Module in Frost White","Building Materials,Electrical","C5908 .01"
"Dimmer for LED Lights Digital Choke 100W (4 Wire system) - 2 Module - Frost White","C59090-0180",865,"Dimmer for LED Lights Digital Choke 100W (4 Wire system) - 2 Module in Frost White","Hardware,Switches","C5909 .01"
"Fan Regulator for 80W fan - Step Type with Bar Knob - 2 Module - Quartz Gray","C59000-0181",1327,"Fan Regulator for 80W fan - Step Type with Bar Knob - 2 Module in Quartz Gray","Building Materials,Electrical","C5900 .02"
"Fan Regulator for 80W fan - Step Type with Round Knob - 2 Module - Quartz Gray","C59010-0182",1268,"Fan Regulator for 80W fan - Step Type with Round Knob - 2 Module in Quartz Gray","Hardware,Switches","C5901 .02"
"Fan Regulator for 120W fan - Step Type with Bar Knob - 2 Module - Quartz Gray","C59100-0183",1459,"Fan Regulator for 120W fan - Step Type with Bar Knob - 2 Module in Quartz Gray","Hardware,Switches","C5910 .02"
"Fan Regulator for 120W fan - Step Type with Round Knob - 2 Module - Quartz Gray","C59110-0184",1406,"Fan Regulator for 120W fan - Step Type with Round Knob - 2 Module in Quartz Gray","Industrial,Controls","C5911 .02"
"Fan Regulator for 120W fan - 8-Step Type with Bar Knob - 2 Module - Quartz Gray","C59120-0185",1488,"Fan Regulator for 120W fan - 8-Step Type with Bar Knob - 2 Module in Quartz Gray","Commercial,Electrical","C5912 .02"
"Fan Regulator for 120W fan - 8-Step Type with Round Knob - 2 Module - Quartz Gray","C59130-0186",1435,"Fan Regulator for 120W fan - 8-Step Type with Round Knob - 2 Module in Quartz Gray","Residential,Switches","C5913 .02"
"Dimmer 500 Watts - 2 Module - Quartz Gray","C59020-0187",1067,"Dimmer 500 Watts - 2 Module in Quartz Gray","Electrical,Components","C5902 .02"
"Dimmer 1000 Watts - 2 Module - Quartz Gray","C59030-0188",1495,"Dimmer 1000 Watts - 2 Module in Quartz Gray","Building Materials,Electrical","C5903 .02"
"Fan Regulator Single Module for 80W Fan - Step Type - 1 Module - Quartz Gray","C59040-0189",870,"Fan Regulator Single Module for 80W Fan - Step Type - 1 Module in Quartz Gray","Industrial,Controls","C5904 .02"
"Dimmer 500 Watts - 1 Module - Quartz Gray","C59050-0190",822,"Dimmer 500 Watts - 1 Module in Quartz Gray","Electrical,Components","C5905 .02"
"Dimmer for LED Lights 100W (3 wire system) - 1 Module - Quartz Gray","C59080-0191",817,"Dimmer for LED Lights 100W (3 wire system) - 1 Module in Quartz Gray","Home Automation,Switches","C5908 .02"
"Dimmer for LED Lights Digital Choke 100W (4 Wire system) - 2 Module - Quartz Gray","C59090-0192",1067,"Dimmer for LED Lights Digital Choke 100W (4 Wire system) - 2 Module in Quartz Gray","Residential,Switches","C5909 .02"
"Fan Regulator for 80W fan - Step Type with Bar Knob - 2 Module - Charcoal Black","C59001-0193",1464,"Fan Regulator for 80W fan - Step Type with Bar Knob - 2 Module in Charcoal Black","Building Materials,Electrical","C5900 .17"
"Fan Regulator for 80W fan - Step Type with Round Knob - 2 Module - Charcoal Black","C59011-0194",1403,"Fan Regulator for 80W fan - Step Type with Round Knob - 2 Module in Charcoal Black","Electrical,Components","C5901 .17"
"Fan Regulator for 120W fan - Step Type with Bar Knob - 2 Module - Charcoal Black","C59101-0195",1611,"Fan Regulator for 120W fan - Step Type with Bar Knob - 2 Module in Charcoal Black","Building Materials,Electrical","C5910 .17"
"Fan Regulator for 120W fan - Step Type with Round Knob - 2 Module - Charcoal Black","C59111-0196",1550,"Fan Regulator for 120W fan - Step Type with Round Knob - 2 Module in Charcoal Black","Electrical,Components","C5911 .17"
"Fan Regulator for 120W fan - 8-Step Type with Bar Knob - 2 Module - Charcoal Black","C59121-0197",1643,"Fan Regulator for 120W fan - 8-Step Type with Bar Knob - 2 Module in Charcoal Black","Industrial,Controls","C5912 .17"
"Fan Regulator for 120W fan - 8-Step Type with Round Knob - 2 Module - Charcoal Black","C59131-0198",1581,"Fan Regulator for 120W fan - 8-Step Type with Round Knob - 2 Module in Charcoal Black","Electrical,Components","C5913 .17"
"Dimmer 500 Watts - 2 Module - Charcoal Black","C59021-0199",1177,"Dimmer 500 Watts - 2 Module in Charcoal Black","Hardware,Switches","C5902 .17"
"Dimmer 1000 Watts - 2 Module - Charcoal Black","C59031-0200",1647,"Dimmer 1000 Watts - 2 Module in Charcoal Black","Electrical,Components","C5903 .17"
"Fan Regulator Single Module for 80W Fan - Step Type - 1 Module - Charcoal Black","C59041-0201",964,"Fan Regulator Single Module for 80W Fan - Step Type - 1 Module in Charcoal Black","Industrial,Controls","C5904 .17"
"Dimmer 500 Watts - 1 Module - Charcoal Black","C59051-0202",907,"Dimmer 500 Watts - 1 Module in Charcoal Black","Commercial,Electrical","C5905 .17"
"Dimmer for LED Lights 100W (3 wire system) - 1 Module - Charcoal Black","C59081-0203",903,"Dimmer for LED Lights 100W (3 wire system) - 1 Module in Charcoal Black","Hardware,Switches","C5908 .17"
"Dimmer for LED Lights Digital Choke 100W (4 Wire system) - 2 Module - Charcoal Black","C59091-0204",1177,"Dimmer for LED Lights Digital Choke 100W (4 Wire system) - 2 Module in Charcoal Black","Electrical,Components","C5909 .17"
"Electronic Bell - 2 Module - Frost White","C57070-0205",675,"Electronic Bell - 2 Module in Frost White","Commercial,Electrical","C5707 .01"
"Indicator Light - 1 Module - Frost White","C57270-0206",307,"Indicator Light - 1 Module in Frost White","Electrical,Components","C5727 .01"
"Prismatic Overdoor Bulkhead Indicator - White - 2 Module - Frost White","C57030-0207",615,"Prismatic Overdoor Bulkhead Indicator - White - 2 Module  in Frost White","Home Automation,Switches","C5703 .01"
"Prismatic Overdoor Bulkhead Indicator - Green - 2 Module - Frost White","C57040-0208",635,"Prismatic Overdoor Bulkhead Indicator - Green - 2 Module  in Frost White","Electrical,Components","C5704 .01"
"Prismatic Overdoor Bulkhead Indicator - Red - 2 Module - Frost White","C57050-0209",635,"Prismatic Overdoor Bulkhead Indicator - Red - 2 Module in Frost White","Commercial,Electrical","C5705 .01"
"Prismatic Overdoor Bulkhead Indicator - Resettable - 2 Module - Frost White","C55050-0210",960,"Prismatic Overdoor Bulkhead Indicator - Resettable - 2 Module in Frost White","Electrical,Components","C5505 .01"
"Emergency Light - 2 Module - Frost White","C57150-0211",1642,"Emergency Light - 2 Module in Frost White","Industrial,Controls","C5715 .01"
"Speaker for audio music circuit - 2 Module - Frost White","C57060-0212",1194,"Speaker for audio music circuit - 2 Module  in Frost White","Industrial,Controls","C5706 .01"
"Night Light with switch and dimming option - 2 Module - Frost White","C57160-0213",1042,"Night Light with switch and dimming option - 2 Module in Frost White","Hardware,Switches","C5716 .01"
"Step Marker Lamp/ Night Lamp - 2 Module - Frost White","C57210-0214",688,"Step Marker Lamp/ Night Lamp - 2 Module in Frost White","Electrical,Switches","C5721 .01"
"Electronic Buzzer - 2 Module - Frost White","C57090-0215",611,"Electronic Buzzer - 2 Module in Frost White","Industrial,Controls","C5709 .01"
"Electronic Buzzer - 1 Module - Frost White","C57100-0216",542,"Electronic Buzzer - 1 Module in Frost White","Residential,Switches","C5710 .01"
"Ultrasonic Mosquito Repellent - 2 Module - Frost White","C57080-0217",966,"Ultrasonic Mosquito Repellent - 2 Module  in Frost White","Electrical,Components","C5708 .01"
"Electronic Bell - 2 Module - Quartz Gray","C57070-0218",842,"Electronic Bell - 2 Module in Quartz Gray","Hardware,Switches","C5707 .02"
"Indicator Light - 1 Module - Quartz Gray","C57270-0219",381,"Indicator Light - 1 Module in Quartz Gray","Hardware,Switches","C5727 .02"
"Prismatic Overdoor Bulkhead Indicator - White - 2 Module - Frost White","C57030-0220",615,"Prismatic Overdoor Bulkhead Indicator - White - 2 Module  in Frost White","Building Materials,Electrical","C5703 .02"
"Prismatic Overdoor Bulkhead Indicator - Green - 2 Module - Frost White","C57040-0221",635,"Prismatic Overdoor Bulkhead Indicator - Green - 2 Module  in Frost White","Hardware,Switches","C5704 .02"
"Prismatic Overdoor Bulkhead Indicator - Red - 2 Module - Frost White","C57050-0222",635,"Prismatic Overdoor Bulkhead Indicator - Red - 2 Module in Frost White","Hardware,Switches","C5705 .02"
"Prismatic Overdoor Bulkhead Indicator - Resettable - 2 Module - Frost White","C55050-0223",960,"Prismatic Overdoor Bulkhead Indicator - Resettable - 2 Module in Frost White","Residential,Switches","C5505 .02"
"Emergency Light - 2 Module - Quartz Gray","C57150-0224",2042,"Emergency Light - 2 Module in Quartz Gray","Building Materials,Electrical","C5715 .02"
"Speaker for audio music circuit - 2 Module - Quartz Gray","C57060-0225",1483,"Speaker for audio music circuit - 2 Module  in Quartz Gray","Residential,Switches","C5706 .02"
"Night Light with switch and dimming option - 2 Module - Quartz Gray","C57160-0226",1296,"Night Light with switch and dimming option - 2 Module in Quartz Gray","Commercial,Electrical","C5716 .02"
"Step Marker Lamp/ Night Lamp - 2 Module - Quartz Gray","C57210-0227",854,"Step Marker Lamp/ Night Lamp - 2 Module in Quartz Gray","Residential,Switches","C5721 .02"
"Electronic Buzzer - 2 Module - Quartz Gray","C57090-0228",761,"Electronic Buzzer - 2 Module in Quartz Gray","Electrical,Components","C5709 .02"
"Electronic Buzzer - 1 Module - Quartz Gray","C57100-0229",672,"Electronic Buzzer - 1 Module in Quartz Gray","Electrical,Components","C5710 .02"
"Ultrasonic Mosquito Repellent - 2 Module - Quartz Gray","C57080-0230",1203,"Ultrasonic Mosquito Repellent - 2 Module  in Quartz Gray","Building Materials,Electrical","C5708 .02"
"Electronic Bell - 2 Module - Charcoal Black","C57071-0231",911,"Electronic Bell - 2 Module in Charcoal Black","Home Automation,Switches","C5707 .17"
"Indicator Light - 1 Module - Charcoal Black","C57271-0232",415,"Indicator Light - 1 Module in Charcoal Black","Home Automation,Switches","C5727 .17"
"Prismatic Overdoor Bulkhead Indicator - White - 2 Module - Frost White","C57031-0233",615,"Prismatic Overdoor Bulkhead Indicator - White - 2 Module  in Frost White","Home Automation,Switches","C5703 .17"
"Prismatic Overdoor Bulkhead Indicator - Green - 2 Module - Frost White","C57041-0234",635,"Prismatic Overdoor Bulkhead Indicator - Green - 2 Module  in Frost White","Residential,Switches","C5704 .17"
"Prismatic Overdoor Bulkhead Indicator - Red - 2 Module - Frost White","C57051-0235",635,"Prismatic Overdoor Bulkhead Indicator - Red - 2 Module in Frost White","Residential,Switches","C5705 .17"
"Prismatic Overdoor Bulkhead Indicator - Resettable - 2 Module - Frost White","C55051-0236",960,"Prismatic Overdoor Bulkhead Indicator - Resettable - 2 Module in Frost White","Hardware,Switches","C5505 .17"
